Rule,Antecedent Support,Consequent Support,Support,Confidence,Lift,Conviction
"{N,m,S} --- > {c,i,a,e}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{N,m,a} --- > {c,i,S,e}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{a,m,S} --- > {c,i,N,e}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{c,N,e} --- > {a,i,m,S}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{c,S,e} --- > {i,N,m,a}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{c,a,e} --- > {i,N,m,S}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{N,S,e} --- > {c,i,m,a}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{N,a,e} --- > {c,i,m,S}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{S,a,e} --- > {c,i,N,m}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{c,N,S} --- > {a,i,m,e}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{c,N,a} --- > {i,S,m,e}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{c,a,S} --- > {i,N,m,e}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{N,a,S} --- > {c,i,m,e}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{i,e} --- > {m,c,N,S,a}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{c,i} --- > {m,e,N,S,a}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{i,N} --- > {m,e,c,S,a}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{i,S} --- > {m,e,c,N,a}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{m,e} --- > {i,c,N,S,a}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{c,m} --- > {i,e,N,S,a}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{N,m} --- > {i,e,c,S,a}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{c,e} --- > {i,m,N,S,a}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{N,e} --- > {i,m,c,S,a}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{S,e} --- > {i,m,c,N,a}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{a,e} --- > {i,m,c,N,S}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{c,N} --- > {i,m,e,S,a}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{c,S} --- > {i,m,e,N,a}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{c,a} --- > {i,m,e,N,S}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{N,S} --- > {i,m,e,c,a}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{N,a} --- > {i,m,e,c,S}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{a,S} --- > {i,m,e,c,N}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{e} --- > {i,m,c,N,S,a}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{c} --- > {i,m,e,N,S,a}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{N} --- > {i,m,e,c,S,a}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{i,m,c,S,_,a} --- > {N}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{i,m,N,S,_,a} --- > {c}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{i,m,c,N,S} --- > {a,_}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{i,m,c,N,_} --- > {a,S}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{i,m,c,S,_} --- > {N,a}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{i,m,c,S,a} --- > {N,_}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{i,m,c,_,a} --- > {N,S}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{i,m,N,S,_} --- > {c,a}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{i,m,N,S,a} --- > {c,_}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{i,m,N,_,a} --- > {c,S}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{i,m,S,_,a} --- > {c,N}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{i,c,S,_,a} --- > {N,m}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{i,N,S,_,a} --- > {c,m}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{m,c,N,S,a} --- > {i,_}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{m,c,N,_,a} --- > {i,S}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{m,c,S,_,a} --- > {i,N}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{m,N,S,_,a} --- > {c,i}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{c,i,N,m} --- > {a,S,_}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{c,i,m,S} --- > {N,a,_}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{c,i,m,_} --- > {N,a,S}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{c,i,m,a} --- > {N,S,_}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{i,N,m,S} --- > {c,a,_}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{i,N,m,_} --- > {c,a,S}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{i,N,m,a} --- > {c,S,_}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{i,m,S,_} --- > {c,N,a}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{a,i,m,S} --- > {c,N,_}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{a,i,m,_} --- > {c,N,S}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{c,i,N,S} --- > {a,m,_}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{c,i,N,_} --- > {a,m,S}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{c,i,S,_} --- > {N,m,a}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{c,i,a,S} --- > {N,m,_}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{c,i,a,_} --- > {N,m,S}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{i,N,S,_} --- > {c,m,a}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{a,i,N,S} --- > {c,m,_}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{a,i,N,_} --- > {c,m,S}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{i,a,S,_} --- > {c,N,m}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{c,N,m,S} --- > {i,a,_}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{c,N,m,_} --- > {i,a,S}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{c,N,m,a} --- > {i,S,_}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{c,m,S,_} --- > {i,N,a}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{c,a,m,S} --- > {i,N,_}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{c,a,m,_} --- > {i,N,S}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{N,m,S,_} --- > {c,i,a}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{a,N,m,S} --- > {c,i,_}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{a,N,m,_} --- > {c,i,S}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{a,m,S,_} --- > {c,i,N}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{c,N,a,S} --- > {i,m,_}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{c,N,a,_} --- > {i,m,S}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{c,a,S,_} --- > {i,N,m}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{N,a,S,_} --- > {c,i,m}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{c,i,m} --- > {N,a,S,_}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{i,N,m} --- > {c,a,S,_}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{i,m,S} --- > {c,N,a,_}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{i,m,_} --- > {c,N,a,S}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{c,i,N} --- > {a,m,S,_}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{c,i,S} --- > {a,N,m,_}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{c,i,_} --- > {a,N,m,S}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{c,i,a} --- > {N,m,S,_}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{i,N,S} --- > {c,a,m,_}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{i,N,_} --- > {c,a,m,S}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{i,N,a} --- > {c,m,S,_}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{i,S,_} --- > {c,N,m,a}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{i,a,S} --- > {c,N,m,_}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{i,a,_} --- > {c,N,m,S}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{c,N,m} --- > {i,a,S,_}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{c,m,S} --- > {a,i,N,_}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{c,m,_} --- > {a,i,N,S}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{c,m,a} --- > {i,N,S,_}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{N,m,S} --- > {c,i,a,_}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{N,m,_} --- > {c,i,a,S}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{N,m,a} --- > {c,i,S,_}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{a,m,S} --- > {c,i,N,_}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{a,m,_} --- > {c,i,N,S}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{c,N,S} --- > {a,i,m,_}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{c,N,_} --- > {a,i,m,S}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{c,N,a} --- > {i,m,S,_}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{c,S,_} --- > {i,N,m,a}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{c,a,S} --- > {i,N,m,_}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{c,a,_} --- > {i,N,m,S}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{N,S,_} --- > {c,i,m,a}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{N,a,S} --- > {c,i,m,_}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{N,a,_} --- > {c,i,m,S}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{a,S,_} --- > {c,i,N,m}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{c,i} --- > {m,N,S,_,a}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{i,N} --- > {m,c,S,_,a}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{i,S} --- > {m,c,N,_,a}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{i,_} --- > {m,c,N,S,a}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{c,m} --- > {i,N,S,_,a}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{N,m} --- > {i,c,S,_,a}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{c,N} --- > {i,m,S,_,a}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{c,S} --- > {i,m,N,_,a}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{c,_} --- > {i,m,N,S,a}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{c,a} --- > {i,m,N,S,_}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{N,S} --- > {i,m,c,_,a}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{N,_} --- > {i,m,c,S,a}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{N,a} --- > {i,m,c,S,_}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{a,S} --- > {i,m,c,N,_}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{a,_} --- > {i,m,c,N,S}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{c} --- > {i,m,N,S,_,a}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{N} --- > {i,m,c,S,_,a}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{i,m,e,S,_,a} --- > {N}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{i,m,N,S,_,a} --- > {e}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{i,m,e,N,S} --- > {a,_}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{i,m,e,N,_} --- > {a,S}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{i,m,e,S,_} --- > {N,a}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{i,m,e,S,a} --- > {N,_}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{i,m,e,_,a} --- > {N,S}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{i,m,N,S,_} --- > {a,e}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{i,m,N,S,a} --- > {e,_}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{i,m,N,_,a} --- > {S,e}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{i,m,S,_,a} --- > {N,e}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{i,e,S,_,a} --- > {N,m}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{i,N,S,_,a} --- > {m,e}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{m,e,N,S,a} --- > {i,_}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{m,e,N,_,a} --- > {i,S}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{m,e,S,_,a} --- > {i,N}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{m,N,S,_,a} --- > {i,e}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{i,N,m,e} --- > {a,S,_}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{i,S,m,e} --- > {N,a,_}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{i,m,e,_} --- > {N,a,S}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{a,i,m,e} --- > {N,S,_}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{i,N,m,S} --- > {a,e,_}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{i,N,m,_} --- > {S,a,e}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{i,N,m,a} --- > {S,e,_}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{i,m,S,_} --- > {N,a,e}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{a,i,m,S} --- > {N,e,_}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{a,i,m,_} --- > {N,S,e}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{i,S,N,e} --- > {a,m,_}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{i,N,e,_} --- > {a,m,S}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{i,S,e,_} --- > {N,m,a}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{i,S,a,e} --- > {N,m,_}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{i,a,e,_} --- > {N,m,S}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{i,N,S,_} --- > {a,m,e}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{a,i,N,S} --- > {m,e,_}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{a,i,N,_} --- > {S,m,e}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{i,a,S,_} --- > {N,m,e}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{N,S,m,e} --- > {i,a,_}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{N,m,e,_} --- > {i,a,S}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{a,N,m,e} --- > {i,S,_}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{S,m,e,_} --- > {i,N,a}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{a,S,m,e} --- > {i,N,_}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{a,m,e,_} --- > {i,N,S}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{N,m,S,_} --- > {i,a,e}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{a,N,m,S} --- > {i,e,_}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{a,N,m,_} --- > {i,S,e}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{a,m,S,_} --- > {i,N,e}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{N,S,a,e} --- > {i,m,_}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{N,a,e,_} --- > {i,m,S}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{S,a,e,_} --- > {i,N,m}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{N,a,S,_} --- > {i,m,e}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{i,m,e} --- > {N,a,S,_}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{i,N,m} --- > {S,a,e,_}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{i,m,S} --- > {N,a,e,_}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{i,m,_} --- > {N,S,a,e}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{i,N,e} --- > {a,m,S,_}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{i,S,e} --- > {a,N,m,_}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{i,e,_} --- > {a,N,m,S}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{i,a,e} --- > {N,m,S,_}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{i,N,S} --- > {a,m,e,_}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{i,N,_} --- > {a,S,m,e}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{i,N,a} --- > {S,m,e,_}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{i,S,_} --- > {a,N,m,e}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{i,a,S} --- > {N,m,e,_}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{i,a,_} --- > {N,S,m,e}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{N,m,e} --- > {i,a,S,_}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{S,m,e} --- > {a,i,N,_}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{m,e,_} --- > {a,i,N,S}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{a,m,e} --- > {i,N,S,_}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{N,m,S} --- > {i,a,e,_}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{N,m,_} --- > {i,S,a,e}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{N,m,a} --- > {i,S,e,_}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{a,m,S} --- > {i,N,e,_}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{a,m,_} --- > {i,S,N,e}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{N,S,e} --- > {a,i,m,_}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{N,e,_} --- > {a,i,m,S}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{N,a,e} --- > {i,m,S,_}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{S,e,_} --- > {i,N,m,a}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{S,a,e} --- > {i,N,m,_}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{a,e,_} --- > {i,N,m,S}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{N,S,_} --- > {a,i,m,e}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{N,a,S} --- > {i,m,e,_}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{N,a,_} --- > {i,S,m,e}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{a,S,_} --- > {i,N,m,e}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{i,e} --- > {m,N,S,_,a}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{i,N} --- > {m,e,S,_,a}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{i,S} --- > {m,e,N,_,a}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{i,_} --- > {m,e,N,S,a}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{m,e} --- > {i,N,S,_,a}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{N,m} --- > {i,e,S,_,a}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{N,e} --- > {i,m,S,_,a}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{S,e} --- > {i,m,N,_,a}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{e,_} --- > {i,m,N,S,a}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{a,e} --- > {i,m,N,S,_}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{N,S} --- > {i,m,e,_,a}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{N,_} --- > {i,m,e,S,a}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{N,a} --- > {i,m,e,S,_}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{a,S} --- > {i,m,e,N,_}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{a,_} --- > {i,m,e,N,S}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{e} --- > {i,m,N,S,_,a}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{N} --- > {i,m,e,S,_,a}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{i,m,e,c,S,_,a} --- > {N}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{i,m,e,N,S,_,a} --- > {c}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{i,m,c,N,S,_,a} --- > {e}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
