Rule,Antecedent Support,Consequent Support,Support,Confidence,Lift,Conviction
"{N,a,_} --- > {S,e}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{a,S,_} --- > {N,e}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{N,e} --- > {a,S,_}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{S,e} --- > {N,a,_}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{e,_} --- > {N,a,S}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{a,e} --- > {N,S,_}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{N,S} --- > {a,e,_}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{N,_} --- > {S,a,e}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{N,a} --- > {S,e,_}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{a,S} --- > {N,e,_}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{a,_} --- > {N,S,e}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{e} --- > {N,a,S,_}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{N} --- > {S,a,e,_}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{a,m,e,_} --- > {N}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{a,N,m,_} --- > {e}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{N,m,e} --- > {a,_}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{m,e,_} --- > {N,a}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{a,m,e} --- > {N,_}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{N,m,_} --- > {a,e}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{N,m,a} --- > {e,_}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{a,m,_} --- > {N,e}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{a,e,_} --- > {N,m}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{N,a,_} --- > {m,e}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{m,e} --- > {N,a,_}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{N,m} --- > {a,e,_}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{N,e} --- > {a,m,_}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{e,_} --- > {N,m,a}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{a,e} --- > {N,m,_}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{N,_} --- > {a,m,e}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{N,a} --- > {m,e,_}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{a,_} --- > {N,m,e}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{e} --- > {a,N,m,_}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{N} --- > {a,m,e,_}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{i,S,e,_} --- > {N}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{i,N,S,_} --- > {e}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{i,S,e} --- > {N,_}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{i,e,_} --- > {N,S}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{i,N,S} --- > {e,_}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{i,N,_} --- > {S,e}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{i,S,_} --- > {N,e}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{N,S,e} --- > {i,_}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{N,e,_} --- > {i,S}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{S,e,_} --- > {i,N}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{N,S,_} --- > {i,e}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{i,e} --- > {N,S,_}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{i,N} --- > {S,e,_}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{i,S} --- > {N,e,_}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{i,_} --- > {N,S,e}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{N,e} --- > {i,S,_}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{S,e} --- > {i,N,_}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{e,_} --- > {i,N,S}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{N,S} --- > {i,e,_}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{N,_} --- > {i,S,e}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{e} --- > {i,N,S,_}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{N} --- > {i,S,e,_}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{i,m,e,_} --- > {N}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{i,N,m,_} --- > {e}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{i,m,e} --- > {N,_}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{i,N,m} --- > {e,_}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{i,m,_} --- > {N,e}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{i,e,_} --- > {N,m}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{i,N,_} --- > {m,e}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{N,m,e} --- > {i,_}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{m,e,_} --- > {i,N}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{N,m,_} --- > {i,e}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{i,e} --- > {N,m,_}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{i,N} --- > {m,e,_}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{i,_} --- > {N,m,e}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{m,e} --- > {i,N,_}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{N,m} --- > {i,e,_}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{N,e} --- > {i,m,_}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{e,_} --- > {i,N,m}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{N,_} --- > {i,m,e}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{e} --- > {i,N,m,_}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{N} --- > {i,m,e,_}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{S,m,e,_} --- > {N}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{N,m,S,_} --- > {e}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{S,m,e} --- > {N,_}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{m,e,_} --- > {N,S}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{N,m,S} --- > {e,_}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{N,m,_} --- > {S,e}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{S,e,_} --- > {N,m}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{N,S,_} --- > {m,e}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{m,e} --- > {N,S,_}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{N,m} --- > {S,e,_}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{S,e} --- > {N,m,_}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{e,_} --- > {N,m,S}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{N,S} --- > {m,e,_}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{N,_} --- > {S,m,e}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{e} --- > {N,m,S,_}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{N} --- > {S,m,e,_}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{i,S,a,e} --- > {N}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{a,i,N,S} --- > {e}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{i,N,e} --- > {a,S}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{i,S,e} --- > {N,a}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{i,a,e} --- > {N,S}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{i,N,S} --- > {a,e}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{i,N,a} --- > {S,e}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{i,a,S} --- > {N,e}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{N,a,e} --- > {i,S}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{S,a,e} --- > {i,N}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{N,a,S} --- > {i,e}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{i,e} --- > {N,a,S}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{i,N} --- > {S,a,e}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{i,S} --- > {N,a,e}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{N,e} --- > {i,a,S}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{S,e} --- > {i,N,a}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{a,e} --- > {i,N,S}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{N,S} --- > {i,a,e}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{N,a} --- > {i,S,e}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{a,S} --- > {i,N,e}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{e} --- > {a,i,N,S}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{N} --- > {i,S,a,e}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{a,i,m,e} --- > {N}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{i,N,m,a} --- > {e}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{i,m,e} --- > {N,a}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{i,N,m} --- > {a,e}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{i,a,e} --- > {N,m}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{i,N,a} --- > {m,e}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{a,m,e} --- > {i,N}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{N,m,a} --- > {i,e}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{i,e} --- > {N,m,a}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{i,N} --- > {a,m,e}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{m,e} --- > {i,N,a}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{N,m} --- > {i,a,e}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{a,e} --- > {i,N,m}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{N,a} --- > {i,m,e}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{e} --- > {i,N,m,a}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{N} --- > {a,i,m,e}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{a,S,m,e} --- > {N}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{a,N,m,S} --- > {e}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{N,m,e} --- > {a,S}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{S,m,e} --- > {N,a}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{a,m,e} --- > {N,S}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{N,m,S} --- > {a,e}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{N,m,a} --- > {S,e}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{a,m,S} --- > {N,e}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{S,a,e} --- > {N,m}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{N,a,S} --- > {m,e}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{m,e} --- > {N,a,S}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{N,m} --- > {S,a,e}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{N,e} --- > {a,m,S}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{S,e} --- > {N,m,a}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{a,e} --- > {N,m,S}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{N,S} --- > {a,m,e}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{N,a} --- > {S,m,e}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{a,S} --- > {N,m,e}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{e} --- > {a,N,m,S}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{N} --- > {a,S,m,e}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{i,S,m,e} --- > {N}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{i,N,m,S} --- > {e}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{i,m,e} --- > {N,S}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{i,N,m} --- > {S,e}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{i,m,S} --- > {N,e}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{i,S,e} --- > {N,m}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{i,N,S} --- > {m,e}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{N,m,e} --- > {i,S}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{S,m,e} --- > {i,N}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{N,m,S} --- > {i,e}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{i,e} --- > {N,m,S}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{i,N} --- > {S,m,e}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{i,S} --- > {N,m,e}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{m,e} --- > {i,N,S}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{N,m} --- > {i,S,e}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{N,e} --- > {i,m,S}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{S,e} --- > {i,N,m}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{N,S} --- > {i,m,e}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{e} --- > {i,N,m,S}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{N} --- > {i,S,m,e}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{i,a,S,_} --- > {N}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{i,N,S} --- > {a,_}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{i,N,_} --- > {a,S}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{i,S,_} --- > {N,a}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{i,a,S} --- > {N,_}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{i,a,_} --- > {N,S}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{N,a,S} --- > {i,_}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{N,a,_} --- > {i,S}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{a,S,_} --- > {i,N}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{i,N} --- > {a,S,_}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{i,S} --- > {N,a,_}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{i,_} --- > {N,a,S}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{N,S} --- > {i,a,_}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{N,_} --- > {i,a,S}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{N,a} --- > {i,S,_}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{a,S} --- > {i,N,_}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{a,_} --- > {i,N,S}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{N} --- > {i,a,S,_}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{a,i,m,_} --- > {N}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{i,N,m} --- > {a,_}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{i,m,_} --- > {N,a}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{i,a,_} --- > {N,m}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{N,m,a} --- > {i,_}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{a,m,_} --- > {i,N}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{i,N} --- > {a,m,_}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{i,_} --- > {N,m,a}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{N,m} --- > {i,a,_}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{N,a} --- > {i,m,_}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{a,_} --- > {i,N,m}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{N} --- > {a,i,m,_}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{a,m,S,_} --- > {N}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{N,m,S} --- > {a,_}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{N,m,_} --- > {a,S}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{a,m,S} --- > {N,_}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{a,m,_} --- > {N,S}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{a,S,_} --- > {N,m}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{N,m} --- > {a,S,_}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{N,S} --- > {a,m,_}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{N,_} --- > {a,m,S}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{a,S} --- > {N,m,_}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{a,_} --- > {N,m,S}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{N} --- > {a,m,S,_}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{i,m,S,_} --- > {N}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{i,m,S} --- > {N,_}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{i,m,_} --- > {N,S}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{i,S,_} --- > {N,m}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{N,m,S} --- > {i,_}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{N,m,_} --- > {i,S}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{i,S} --- > {N,m,_}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{i,_} --- > {N,m,S}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{N,m} --- > {i,S,_}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{N,S} --- > {i,m,_}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{N,_} --- > {i,m,S}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{N} --- > {i,m,S,_}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{a,i,m,S} --- > {N}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{i,N,m} --- > {a,S}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{i,m,S} --- > {N,a}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{i,a,S} --- > {N,m}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{N,m,a} --- > {i,S}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{a,m,S} --- > {i,N}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{i,N} --- > {a,m,S}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{i,S} --- > {N,m,a}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{N,m} --- > {i,a,S}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{N,a} --- > {i,m,S}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{a,S} --- > {i,N,m}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{N} --- > {a,i,m,S}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{i,e,c,_,a} --- > {N}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{i,e,N,_,a} --- > {c}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{i,c,N,_,a} --- > {e}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{c,i,N,e} --- > {a,_}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{c,i,e,_} --- > {N,a}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{c,i,a,e} --- > {N,_}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{i,N,e,_} --- > {c,a}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{a,i,N,e} --- > {c,_}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{i,a,e,_} --- > {c,N}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{c,i,N,_} --- > {a,e}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{c,i,N,a} --- > {e,_}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{c,i,a,_} --- > {N,e}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{a,i,N,_} --- > {c,e}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{c,N,a,e} --- > {i,_}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{c,a,e,_} --- > {i,N}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{N,a,e,_} --- > {c,i}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{c,N,a,_} --- > {i,e}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{c,i,e} --- > {N,a,_}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
