Symbol,Syn_Symbol,Family,Sci_Name_1,Sci_Name_2
ANDRO5,JUEC2,Acanthaceae,Andrographis,Wall.
ANEC,JUEC2,Acanthaceae,Andrographis,echioides
ANEC,JUEC2,Acanthaceae,Justicia,echioides
DIBR2,JUEC2,Acanthaceae,Dicliptera,brachiata
DIBR2,DIBR6,Acanthaceae,Diapedium,brachiatum
DIBR2,DIBRA,Acanthaceae,Dicliptera,brachiata
DIBR2,DIBRG,Acanthaceae,Dicliptera,brachiata
DIBR2,DIBRR,Acanthaceae,Dicliptera,brachiata
DIBR2,DIGL4,Acanthaceae,Dicliptera,glandulosa
DIBR2,JUBR8,Acanthaceae,Justicia,brachiata
DICLI,JUBR8,Acanthaceae,Dicliptera,Juss.
HYGRO,JUBR8,Acanthaceae,Hygrophila,R.
HYPO3,JUBR8,Acanthaceae,Hygrophila,polysperma
JUAM,JUBR8,Acanthaceae,Justicia,americana
JUAM,DIAM2,Acanthaceae,Dianthera,americana
JUAM,DIAMS,Acanthaceae,Dianthera,americana
JUAM,JUAMS,Acanthaceae,Justicia,americana
JUAM,JUMO2,Acanthaceae,Justicia,mortuifluminis
JUAM,JUUM,Acanthaceae,Justicia,umbratilis
JUOV,JUUM,Acanthaceae,Justicia,ovata
JUOVO,JUUM,Acanthaceae,Justicia,ovata
JUOVO,DIHU2,Acanthaceae,Dianthera,humilis
JUOVO,DIOV2,Acanthaceae,Dianthera,ovata
JUOVO,JUHU2,Acanthaceae,Justicia,humilis
JUSTI,JUHU2,Acanthaceae,Justicia,L.
RUCA4,JUHU2,Acanthaceae,Ruellia,caroliniensis
RUCAC,JUHU2,Acanthaceae,Ruellia,caroliniensis
RUCAC2,JUHU2,Acanthaceae,Ruellia,caroliniensis
RUCAC4,JUHU2,Acanthaceae,Ruellia,caroliniensis
RUCAC4,PACA14,Acanthaceae,Pattersonia,caroliniensis
RUCAC4,RUCAC6,Acanthaceae,Ruellia,caroliniensis
RUCAC4,RUCAD,Acanthaceae,Ruellia,caroliniensis
RUCAC4,RUCAM,Acanthaceae,Ruellia,caroliniensis
RUCAC4,RUCAN,Acanthaceae,Ruellia,caroliniensis
RUCAC4,RUCAP,Acanthaceae,Ruellia,caroliniensis
RUCAC4,RUCAS4,Acanthaceae,Ruellia,caroliniensis
RUCAC4,RUCAS5,Acanthaceae,Ruellia,caroliniensis
RUCAC4,RUHY3,Acanthaceae,Ruellia,hybrida
RUCAC4,RUPA21,Acanthaceae,Ruellia,parviflora
RUCAC5,RUPA21,Acanthaceae,Ruellia,caroliniensis
RUCAC5,RUCI4,Acanthaceae,Ruellia,ciliosa
RUCAC5,RUCIC,Acanthaceae,Ruellia,ciliosa
RUCAC5,RUHU6,Acanthaceae,Ruellia,humilis
RUELL,RUHU6,Acanthaceae,Ruellia,L.
RUHU,RUHU6,Acanthaceae,Ruellia,humilis
RUHU,RUCIL,Acanthaceae,Ruellia,ciliosa
RUHU,RUHUC,Acanthaceae,Ruellia,humilis
RUHU,RUHUD,Acanthaceae,Ruellia,humilis
RUHU,RUHUE,Acanthaceae,Ruellia,humilis
RUHU,RUHUF,Acanthaceae,Ruellia,humilis
RUHU,RUHUL,Acanthaceae,Ruellia,humilis
RUPU2,RUHUL,Acanthaceae,Ruellia,purshiana
RUST2,RUHUL,Acanthaceae,Ruellia,strepens
RUST2,DIMI4,Acanthaceae,Dipteracanthus,micranthus
RUST2,DIST4,Acanthaceae,Dipteracanthus,strepens
RUST2,RUSTC,Acanthaceae,Ruellia,strepens
RUST2,RUSTM,Acanthaceae,Ruellia,strepens
ACARO2,RUSTM,Acarosporaceae,Acarospora,A.
ACER,RUSTM,Aceraceae,Acer,L.
ACFL,RUSTM,Aceraceae,Acer,floridanum
ACFL,ACBA3,Aceraceae,Acer,barbatum
ACFL,ACBAL,Aceraceae,Acer,barbatum
ACFL,ACBAV,Aceraceae,Acer,barbatum
ACFL,ACFLL,Aceraceae,Acer,floridanum
ACFL,ACFLV,Aceraceae,Acer,floridanum
ACFL,ACNIF,Aceraceae,Acer,nigrum
ACFL,ACSAF2,Aceraceae,Acer,saccharinum
ACFL,ACSAF,Aceraceae,Acer,saccharum
ACFL,ACSAF3,Aceraceae,Acer,saccharum
ACFL,SABA13,Aceraceae,Saccharodendron,barbatum
ACFL,SAFL8,Aceraceae,Saccharodendron,floridanum
ACNE2,SAFL8,Aceraceae,Acer,negundo
ACNEN,SAFL8,Aceraceae,Acer,negundo
ACNEN,ACNEV2,Aceraceae,Acer,negundo
ACNEN,NEAC,Aceraceae,Negundo,aceroides
ACNEN,NENE,Aceraceae,Negundo,negundo
ACNET,NENE,Aceraceae,Acer,negundo
ACNET,ACNEL,Aceraceae,Acer,negundo
ACNI5,ACNEL,Aceraceae,Acer,nigrum
ACNI5,ACNIP,Aceraceae,Acer,nigrum
ACNI5,ACSAN,Aceraceae,Acer,saccharum
ACNI5,ACSAN2,Aceraceae,Acer,saccharum
ACNI5,ACSAV,Aceraceae,Acer,saccharum
ACNI5,SANI9,Aceraceae,Saccharodendron,nigrum
ACPE,SANI9,Aceraceae,Acer,pensylvanicum
ACPL,SANI9,Aceraceae,Acer,platanoides
ACPL,ACPLS,Aceraceae,Acer,platanoides
ACRU,ACPLS,Aceraceae,Acer,rubrum
ACRU,ACBA2,Aceraceae,Acer,barbatum
ACRUD,ACBA2,Aceraceae,Acer,rubrum
ACRUD,ACDR,Aceraceae,Acer,drummondii
ACRUD,ACRUD2,Aceraceae,Acer,rubrum
ACRUD,RUDR3,Aceraceae,Rufacer,drummondii
ACRUR,RUDR3,Aceraceae,Acer,rubrum
ACRUR,ACRUT2,Aceraceae,Acer,rubrum
ACRUR,ACST,Aceraceae,Acer,stenocarpum
ACRUR,RURU5,Aceraceae,Rufacer,rubrum
ACRUT,RURU5,Aceraceae,Acer,rubrum
ACRUT,ACCA9,Aceraceae,Acer,carolinianum
ACRUT,ACRUT3,Aceraceae,Acer,rubrum
ACRUT,RUCA7,Aceraceae,Rufacer,carolinianum
ACSA2,RUCA7,Aceraceae,Acer,saccharinum
ACSA2,ACDA2,Aceraceae,Acer,dasycarpum
ACSA2,ACSAL3,Aceraceae,Acer,saccharinum
ACSA2,ACSAW,Aceraceae,Acer,saccharinum
ACSA2,ARSA9,Aceraceae,Argentacer,saccharinum
ACSA3,ARSA9,Aceraceae,Acer,saccharum
ACSAS,ARSA9,Aceraceae,Acer,saccharum
ACSAS,ACNIG,Aceraceae,Acer,nigrum
ACSAS,ACNIS2,Aceraceae,Acer,nigrum
ACSAS,ACSAG,Aceraceae,Acer,saccharum
ACSAS,ACSAR,Aceraceae,Acer,saccharum
ACSAS,SASA18,Aceraceae,Saccharodendron,saccharum
ACSP2,SASA18,Aceraceae,Acer,spicatum
ACAM,SASA18,Acoraceae,Acorus,americanus
ACAM,ACCA10,Acoraceae,Acorus,calamus
ACAM,ACCAA2,Acoraceae,Acorus,calamus
ACCA4,ACCAA2,Acoraceae,Acorus,calamus
ACORU,ACCAA2,Acoraceae,Acorus,L.
MANFR,ACCAA2,Agavaceae,Manfreda,Salisb.
MAVI5,ACCAA2,Agavaceae,Manfreda,virginica
MAVI5,AGLA8,Agavaceae,Agave,lata
MAVI5,AGTI,Agavaceae,Agave,tigrina
MAVI5,AGVI6,Agavaceae,Agave,virginica
MAVI5,ALIN9,Agavaceae,Allibertia,intermedia
MAVI5,MATI,Agavaceae,Manfreda,tigrina
MAVI5,MAVIT3,Agavaceae,Manfreda,virginica
MAVI5,POLA14,Agavaceae,Polianthes,lata
MAVI5,POVI18,Agavaceae,Polianthes,virginica
YUCCA,POVI18,Agavaceae,Yucca,L.
YUFI,POVI18,Agavaceae,Yucca,filamentosa
YUFI,YUCO3,Agavaceae,Yucca,concava
YUFI,YUFIC,Agavaceae,Yucca,filamentosa
YUFL2,YUFIC,Agavaceae,Yucca,flaccida
YUFL2,YUFIS,Agavaceae,Yucca,filamentosa
YUFL2,YUSM,Agavaceae,Yucca,smalliana
SEMA3,YUSM,Aizoaceae,Sesuvium,maritimum
SESUV,YUSM,Aizoaceae,Sesuvium,L.
TRIAN,YUSM,Aizoaceae,Trianthema,L.
TRPO2,YUSM,Aizoaceae,Trianthema,portulacastrum
ALGR,YUSM,Alismataceae,Alisma,gramineum
ALGR,ALGE3,Alismataceae,Alisma,geyeri
ALGR,ALGRA,Alismataceae,Alisma,gramineum
ALGR,ALGRG2,Alismataceae,Alisma,gramineum
ALGR,ALGRG3,Alismataceae,Alisma,gramineum
ALGR,ALGRW,Alismataceae,Alisma,gramineum
ALGR,ALLA5,Alismataceae,Alisma,lanceolatum
ALISM,ALLA5,Alismataceae,Alisma,L.
ALSU,ALLA5,Alismataceae,Alisma,subcordatum
ALSU,ALPLS,Alismataceae,Alisma,plantago-aquatica
ALSU,ALPLP,Alismataceae,Alisma,plantago-aquatica
ECCO3,ALPLP,Alismataceae,Echinodorus,cordifolius
ECCO3,ECRA2,Alismataceae,Echinodorus,radicans
ECHIN6,ECRA2,Alismataceae,Echinodorus,Rich.
ECTE2,ECRA2,Alismataceae,Echinodorus,tenellus
ECTE2,ECPA6,Alismataceae,Echinodorus,parvulus
ECTE2,ECTEL,Alismataceae,Echinodorus,tenellus
ECTE2,ECTEP,Alismataceae,Echinodorus,tenellus
ECTE2,HETE,Alismataceae,Helanthium,tenellum
ECTE2,HEPA21,Alismataceae,Helianthium,parvulum
ECTE2,HETE13,Alismataceae,Helianthium,tenellum
SAAU2,HETE13,Alismataceae,Sagittaria,australis
SAAU2,SAENL2,Alismataceae,Sagittaria,engelmanniana
SAAU2,SALO10,Alismataceae,Sagittaria,longirostra
SAAU2,SALOA,Alismataceae,Sagittaria,longirostra
SABR8,SALOA,Alismataceae,Sagittaria,brevirostra
SABR8,SAENB2,Alismataceae,Sagittaria,engelmanniana
SACA21,SAENB2,Alismataceae,Sagittaria,calycina
SACAC,SAENB2,Alismataceae,Sagittaria,calycina
SACAC,LOCA11,Alismataceae,Lophotocarpus,californicus
SACAC,LOCA12,Alismataceae,Lophotocarpus,calycinus
SACAC,LODE3,Alismataceae,Lophotocarpus,depauperatus
SACAC,SAMOC2,Alismataceae,Sagittaria,montevidensis
SACAS,SAMOC2,Alismataceae,Sagittaria,calycina
SACAS,LOSP6,Alismataceae,Lophotocarpus,spathulatus
SACAS,LOSP5,Alismataceae,Lophotocarpus,spongiosus
SACAS,SAMOS2,Alismataceae,Sagittaria,montevidensis
SACAS,SAMOS3,Alismataceae,Sagittaria,montevidensis
SACAS,SASP10,Alismataceae,Sagittaria,spathulata
SAEN,SASP10,Alismataceae,Sagittaria,engelmanniana
SAFI2,SASP10,Alismataceae,Sagittaria,filiformis
SAFI2,SAST4,Alismataceae,Sagittaria,stagnorum
SAFI2,SASUG2,Alismataceae,Sagittaria,subulata
SAGIT,SASUG2,Alismataceae,Sagittaria,L.
SAGR,SASUG2,Alismataceae,Sagittaria,graminea
SAGRG,SASUG2,Alismataceae,Sagittaria,graminea
SAGRG,SACY5,Alismataceae,Sagittaria,cycloptera
SAGRG,SAEA3,Alismataceae,Sagittaria,eatonii
SAGRW,SAEA3,Alismataceae,Sagittaria,graminea
SAGRW,SAGRW2,Alismataceae,Sagittaria,graminea
SAGRW,SAWE2,Alismataceae,Sagittaria,weatherbiana
SALA,SAWE2,Alismataceae,Sagittaria,lancifolia
SALA2,SAWE2,Alismataceae,Sagittaria,latifolia
SALA2,SACH15,Alismataceae,Sagittaria,chinensis
SALA2,SAENL3,Alismataceae,Sagittaria,engelmanniana
SALA2,SAES2,Alismataceae,Sagittaria,esculenta
SALA2,SALAO,Alismataceae,Sagittaria,latifolia
SALA2,SALAP,Alismataceae,Sagittaria,latifolia
SALA2,SALO11,Alismataceae,Sagittaria,longirostra
SALA2,SAOB4,Alismataceae,Sagittaria,obtusa
SALA2,SAOR8,Alismataceae,Sagittaria,ornithorhyncha
SALA2,SAPL5,Alismataceae,Sagittaria,planipes
SALA2,SAPU10,Alismataceae,Sagittaria,pubescens
SALA2,SAVAO2,Alismataceae,Sagittaria,variabilis
SALA2,SAVI12,Alismataceae,Sagittaria,viscosa
SALAM2,SAVI12,Alismataceae,Sagittaria,lancifolia
SALAM2,SAFA4,Alismataceae,Sagittaria,falcata
SALAM2,SALAM3,Alismataceae,Sagittaria,lancifolia
SAPL,SALAM3,Alismataceae,Sagittaria,platyphylla
SAPL,SAGRP2,Alismataceae,Sagittaria,graminea
SAPL,SAMO9,Alismataceae,Sagittaria,mohrii
SARI,SAMO9,Alismataceae,Sagittaria,rigida
SASU,SAMO9,Alismataceae,Sagittaria,subulata
SASU,SALO12,Alismataceae,Sagittaria,lorata
SASU,SASUN,Alismataceae,Sagittaria,subulata
SASU,SASUS,Alismataceae,Sagittaria,subulata
ALPH,SASUS,Amaranthaceae,Alternanthera,philoxeroides
ALPH,ACPH,Amaranthaceae,Achyranthes,philoxeroides
ALPU3,ACPH,Amaranthaceae,Alternanthera,pungens
ALPU3,ACLE5,Amaranthaceae,Achyranthes,leiantha
ALPU3,ACRE5,Amaranthaceae,Achyranthes,repens
ALPU3,ALAC6,Amaranthaceae,Alternanthera,achyrantha
ALPU3,ALRE2,Amaranthaceae,Alternanthera,repens
ALTER2,ALRE2,Amaranthaceae,Alternanthera,Forssk.
AMAL,ALRE2,Amaranthaceae,Amaranthus,albus
AMAL,AMALP3,Amaranthaceae,Amaranthus,albus
AMAL,AMGRP,Amaranthaceae,Amaranthus,graecizans
AMAL,AMPU,Amaranthaceae,Amaranthus,pubescens
AMAR,AMPU,Amaranthaceae,Amaranthus,arenicola
AMARA,AMPU,Amaranthaceae,Amaranthus,L.
AMAU,AMPU,Amaranthaceae,Amaranthus,australis
AMAU,ACAL3,Amaranthaceae,Acnida,alabamensis
AMAU,ACAU4,Amaranthaceae,Acnida,australis
AMAU,ACCU3,Amaranthaceae,Acnida,cuspidata
AMBL,ACCU3,Amaranthaceae,Amaranthus,blitoides
AMBL,AMGR,Amaranthaceae,Amaranthus,graecizans
AMBL2,AMGR,Amaranthaceae,Amaranthus,blitum
AMBLE2,AMGR,Amaranthaceae,Amaranthus,blitum
AMBLE2,AMBLE,Amaranthaceae,Amaranthus,blitum
AMBLE2,AMLI,Amaranthaceae,Amaranthus,lividus
AMCA2,AMLI,Amaranthaceae,Amaranthus,cannabinus
AMCA2,ACCA11,Amaranthaceae,Acnida,cannabina
AMCA3,ACCA11,Amaranthaceae,Amaranthus,caudatus
AMCA3,AMED,Amaranthaceae,Amaranthus,edulis
AMCR2,AMED,Amaranthaceae,Amaranthus,crispus
AMCR4,AMED,Amaranthaceae,Amaranthus,cruentus
AMCR4,AMHYC,Amaranthaceae,Amaranthus,hybridus
AMCR4,AMHYC2,Amaranthaceae,Amaranthus,hybridus
AMCR4,AMPA10,Amaranthaceae,Amaranthus,paniculatus
AMDE,AMPA10,Amaranthaceae,Amaranthus,deflexus
AMHY,AMPA10,Amaranthaceae,Amaranthus,hybridus
AMHY,AMCH7,Amaranthaceae,Amaranthus,chlorostachys
AMHY,AMIN6,Amaranthaceae,Amaranthus,incurvatus
AMHY,AMPA11,Amaranthaceae,Amaranthus,patulus
AMPA,AMPA11,Amaranthaceae,Amaranthus,palmeri
AMPO2,AMPA11,Amaranthaceae,Amaranthus,powellii
AMPOP,AMPA11,Amaranthaceae,Amaranthus,powellii
AMPOP,AMBR4,Amaranthaceae,Amaranthus,bracteosus
AMPOP,AMREP,Amaranthaceae,Amaranthus,retroflexus
AMPOP,AMVI4,Amaranthaceae,Amaranthus,viscidulus
AMPU2,AMVI4,Amaranthaceae,Amaranthus,pumilus
AMRE,AMVI4,Amaranthaceae,Amaranthus,retroflexus
AMRE,AMRES,Amaranthaceae,Amaranthus,retroflexus
AMSP,AMRES,Amaranthaceae,Amaranthus,spinosus
AMVI,AMRES,Amaranthaceae,Amaranthus,viridis
AMVI,AMGR10,Amaranthaceae,Amaranthus,gracilis
AMVI,AMVI5,Amaranthaceae,Amaranthus,viridus
CEAR3,AMVI5,Amaranthaceae,Celosia,argentea
CEAR3,CEARC,Amaranthaceae,Celosia,argentea
CEAR3,CECR2,Amaranthaceae,Celosia,cristata
CEAR3,CEMA17,Amaranthaceae,Celosia,margaritacea
CELOS,CEMA17,Amaranthaceae,Celosia,L.
FRFL,CEMA17,Amaranthaceae,Froelichia,floridana
FRFLF,CEMA17,Amaranthaceae,Froelichia,floridana
FRGR3,CEMA17,Amaranthaceae,Froelichia,gracilis
FRGR3,FRBR2,Amaranthaceae,Froelichia,braunii
FRGR3,OPGR4,Amaranthaceae,Oplotheca,gracilis
FROEL,OPGR4,Amaranthaceae,Froelichia,Moench
GOGL,OPGR4,Amaranthaceae,Gomphrena,globosa
GOMPH,OPGR4,Amaranthaceae,Gomphrena,L.
GOSE,OPGR4,Amaranthaceae,Gomphrena,serrata
GOSE,GOCE,Amaranthaceae,Gomphrena,celosioides
GOSE,GODE6,Amaranthaceae,Gomphrena,decumbens
GOSE,GODI2,Amaranthaceae,Gomphrena,dispersa
IRESI,GODI2,Amaranthaceae,Iresine,P.
IRRH,GODI2,Amaranthaceae,Iresine,rhizomatosa
IRRH,IRCE3,Amaranthaceae,Iresine,celosioides
RHAR4,IRCE3,Anacardiaceae,Rhus,aromatica
RHARA2,IRCE3,Anacardiaceae,Rhus,aromatica
RHARA2,RHARI,Anacardiaceae,Rhus,aromatica
RHARA2,SCCR3,Anacardiaceae,Schmaltzia,crenata
RHBO,SCCR3,Anacardiaceae,Rhus,×borealis
RHBO,RHGLB,Anacardiaceae,Rhus,glabra
RHBO,RHPU12,Anacardiaceae,Rhus,pulvinata
RHBO,RHPU2,Anacardiaceae,Rhus,×pulvinata
RHCO,RHPU2,Anacardiaceae,Rhus,copallinum
RHCO,RHCO17,Anacardiaceae,Rhus,copallina
RHCOC,RHCO17,Anacardiaceae,Rhus,copallinum
RHCOC,RHCOC3,Anacardiaceae,Rhus,copallina
RHCOL,RHCOC3,Anacardiaceae,Rhus,copallinum
RHCOL,RHCOL6,Anacardiaceae,Rhus,copallina
RHCOL,RHLE3,Anacardiaceae,Rhus,leucantha
RHCOL,RHOB4,Anacardiaceae,Rhus,obtusifolia
RHCOL2,RHOB4,Anacardiaceae,Rhus,copallinum
RHCOL2,RHCOL5,Anacardiaceae,Rhus,copallina
RHGL,RHCOL5,Anacardiaceae,Rhus,glabra
RHGL,RHCA15,Anacardiaceae,Rhus,calophylla
RHGL,RHGLC2,Anacardiaceae,Rhus,glabra
RHGL,RHGLL2,Anacardiaceae,Rhus,glabra
RHGL,RHGLO,Anacardiaceae,Rhus,glabra
RHMI11,RHGLO,Anacardiaceae,Rhus,michauxii
RHTY,RHGLO,Anacardiaceae,Rhus,typhina
RHTY,DAHI,Anacardiaceae,Datisca,hirta
RHTY,RHHI2,Anacardiaceae,Rhus,hirta
RHTY,RHTYL,Anacardiaceae,Rhus,typhina
RHUS,RHTYL,Anacardiaceae,Rhus,L.
TOPU2,RHTYL,Anacardiaceae,Toxicodendron,pubescens
TOPU2,RHAC,Anacardiaceae,Rhus,acutiloba
TOPU2,RHTO7,Anacardiaceae,Rhus,toxicarium
TOPU2,RHTO8,Anacardiaceae,Rhus,toxicodendron
TOPU2,TOQU,Anacardiaceae,Toxicodendron,quercifolium
TOPU2,TOTO,Anacardiaceae,Toxicodendron,toxicarium
TOPU2,TOTO2,Anacardiaceae,Toxicodendron,toxicodendron
TORA2,TOTO2,Anacardiaceae,Toxicodendron,radicans
TORAN,TOTO2,Anacardiaceae,Toxicodendron,radicans
TORAN,TORAN2,Anacardiaceae,Toxicodendron,radicans
TORAP,TORAN2,Anacardiaceae,Toxicodendron,radicans
TORAP,TORAP2,Anacardiaceae,Toxicodendron,radicans
TORAR,TORAP2,Anacardiaceae,Toxicodendron,radicans
TORAR,RHRA6,Anacardiaceae,Rhus,radicans
TORAR,RHRAL,Anacardiaceae,Rhus,radicans
TORAR,RHRAM2,Anacardiaceae,Rhus,radicans
TORAR,TOVU,Anacardiaceae,Toxicodendron,vulgare
TORY,TOVU,Anacardiaceae,Toxicodendron,rydbergii
TORY,RHRAR,Anacardiaceae,Rhus,radicans
TORY,RHRAV,Anacardiaceae,Rhus,radicans
TORY,RHTOV2,Anacardiaceae,Rhus,toxicodendron
TORY,TOCR2,Anacardiaceae,Toxicodendron,crenatum
TORY,TODE2,Anacardiaceae,Toxicodendron,desertorum
TORY,TORAR2,Anacardiaceae,Toxicodendron,radicans
TORY,TOVO2,Anacardiaceae,Toxicodendron,volubile
TOVE,TOVO2,Anacardiaceae,Toxicodendron,vernix
TOVE,RHVE2,Anacardiaceae,Rhus,vernix
TOXIC,RHVE2,Anacardiaceae,Toxicodendron,Mill.
ASIMI,RHVE2,Annonaceae,Asimina,Adans.
ASPA18,RHVE2,Annonaceae,Asimina,parviflora
ASTR,RHVE2,Annonaceae,Asimina,triloba
ASTR,ORAR5,Annonaceae,Orchidocarpum,arietinum
AEGOP,ORAR5,Apiaceae,Aegopodium,L.
AEPO,ORAR5,Apiaceae,Aegopodium,podagraria
AEPO,AEPOV,Apiaceae,Aegopodium,podagraria
ANCA14,AEPOV,Apiaceae,Anthriscus,caucalis
ANCA14,ANNES,Apiaceae,Anthriscus,neglecta
ANCA14,ANSC8,Apiaceae,Anthriscus,scandicina
ANCE,ANSC8,Apiaceae,Anthriscus,cerefolium
ANCE,ANLO5,Apiaceae,Anthriscus,longirostris
ANCE,CECE3,Apiaceae,Cerefolium,cerefolium
ANCE,SCCE4,Apiaceae,Scandix,cerefolium
ANETH,SCCE4,Apiaceae,Anethum,L.
ANGEL,SCCE4,Apiaceae,Angelica,L.
ANGR2,SCCE4,Apiaceae,Anethum,graveolens
ANLU,SCCE4,Apiaceae,Angelica,lucida
ANLU,COAC5,Apiaceae,Coelopleurum,actaeifolium
ANLU,COGM2,Apiaceae,Coelopleurum,gmelinii
ANLU,COLU2,Apiaceae,Coelopleurum,lucidum
ANLU,COLUG,Apiaceae,Coelopleurum,lucidum
ANSY,COLUG,Apiaceae,Anthriscus,sylvestris
ANSY,CHSY,Apiaceae,Chaerophyllum,sylvestre
ANTHR,CHSY,Apiaceae,Anthriscus,Pers.
ANTR2,CHSY,Apiaceae,Angelica,triquinata
ANTR2,ANCU2,Apiaceae,Angelica,curtisii
ANVE,ANCU2,Apiaceae,Angelica,venenosa
ANVE,ANVI7,Apiaceae,Angelica,villosa
BUOD2,ANVI7,Apiaceae,Bupleurum,odontites
BUOD2,BUFO,Apiaceae,Bupleurum,fontanesii
BUPLE,BUFO,Apiaceae,Bupleurum,L.
BURO,BUFO,Apiaceae,Bupleurum,rotundifolium
CACA19,BUFO,Apiaceae,Carum,carvi
CACA19,CAVE20,Apiaceae,Carum,velenovskyi
CARUM,CAVE20,Apiaceae,Carum,L.
CEER2,CAVE20,Apiaceae,Centella,erecta
CEER2,CEAS5,Apiaceae,Centella,asiatica
CEER2,CERE5,Apiaceae,Centella,repanda
CENTE,CERE5,Apiaceae,Centella,L.
CHAER,CERE5,Apiaceae,Chaerophyllum,L.
CHPR,CERE5,Apiaceae,Chaerophyllum,procumbens
CHPRP,CERE5,Apiaceae,Chaerophyllum,procumbens
CHPRS,CERE5,Apiaceae,Chaerophyllum,procumbens
CHPRS,CHSH,Apiaceae,Chaerophyllum,shortii
CHTA,CHSH,Apiaceae,Chaerophyllum,tainturieri
CHTAT,CHSH,Apiaceae,Chaerophyllum,tainturieri
CHTAT,CHFL6,Apiaceae,Chaerophyllum,floridanum
CHTAT,CHPRT,Apiaceae,Chaerophyllum,procumbens
CHTAT,CHTAF,Apiaceae,Chaerophyllum,tainturieri
CHTAT,CHTE7,Apiaceae,Chaerophyllum,texanum
CIBU,CHTE7,Apiaceae,Cicuta,bulbifera
CICUT,CHTE7,Apiaceae,Cicuta,L.
CIMA2,CHTE7,Apiaceae,Cicuta,maculata
CIMAM,CHTE7,Apiaceae,Cicuta,maculata
CIMAM,CICU,Apiaceae,Cicuta,curtissii
CIMAM,CIMAC2,Apiaceae,Cicuta,maculata
CIMAM,CIME2,Apiaceae,Cicuta,mexicana
COCH2,CIME2,Apiaceae,Conioselinum,chinense
COCH2,COPU14,Apiaceae,Conioselinum,pumilum
COMA2,COPU14,Apiaceae,Conium,maculatum
CONIO,COPU14,Apiaceae,Conioselinum,Hoffm.
CONIU,COPU14,Apiaceae,Conium,L.
CORIA,COPU14,Apiaceae,Coriandrum,L.
COSA,COPU14,Apiaceae,Coriandrum,sativum
CRCA9,COPU14,Apiaceae,Cryptotaenia,canadensis
CRCA9,DECA12,Apiaceae,Deringa,canadensis
CRYPT5,DECA12,Apiaceae,Cryptotaenia,DC.
CYCLO4,DECA12,Apiaceae,Cyclospermum,Lag.
CYLE7,DECA12,Apiaceae,Cyclospermum,leptophyllum
CYLE7,APLE2,Apiaceae,Apium,leptophyllum
CYLE7,APTE,Apiaceae,Apium,tenuifolium
CYLE7,CYAM5,Apiaceae,Cyclospermum,ammi
DACA6,CYAM5,Apiaceae,Daucus,carota
DAPU3,CYAM5,Apiaceae,Daucus,pusillus
DAUCU,CYAM5,Apiaceae,Daucus,L.
ERAQ,CYAM5,Apiaceae,Eryngium,aquaticum
ERAQA,CYAM5,Apiaceae,Eryngium,aquaticum
ERAQA,ERVI11,Apiaceae,Eryngium,virginianum
ERBU,ERVI11,Apiaceae,Erigenia,bulbosa
ERIGE,ERVI11,Apiaceae,Erigenia,Nutt.
ERIN6,ERVI11,Apiaceae,Eryngium,integrifolium
ERIN6,ERLU7,Apiaceae,Eryngium,ludovicianum
ERMA7,ERLU7,Apiaceae,Eryngium,maritimum
ERPR5,ERLU7,Apiaceae,Eryngium,prostratum
ERPR5,ERPRD,Apiaceae,Eryngium,prostratum
ERYNG,ERPRD,Apiaceae,Eryngium,L.
ERYU,ERPRD,Apiaceae,Eryngium,yuccifolium
ERYUY,ERPRD,Apiaceae,Eryngium,yuccifolium
FALCA,ERPRD,Apiaceae,Falcaria,Fabr.
FAVU,ERPRD,Apiaceae,Falcaria,vulgaris
FAVU,FASI2,Apiaceae,Falcaria,sioides
FOENI,FASI2,Apiaceae,Foeniculum,Mill.
FOVU,FASI2,Apiaceae,Foeniculum,vulgare
FOVU,FOFO,Apiaceae,Foeniculum,foeniculum
HEMA80,FOFO,Apiaceae,Heracleum,maximum
HEMA80,HELA4,Apiaceae,Heracleum,lanatum
HEMA80,HESPM,Apiaceae,Heracleum,sphondylium
HEMA80,HESPL,Apiaceae,Heracleum,sphondylium
HERAC,HESPL,Apiaceae,Heracleum,L.
HYAM,HESPL,Apiaceae,Hydrocotyle,americana
HYBO,HESPL,Apiaceae,Hydrocotyle,bonariensis
HYDRO2,HESPL,Apiaceae,Hydrocotyle,L.
HYPR10,HESPL,Apiaceae,Hydrocotyle,prolifera
HYPR10,HYAU2,Apiaceae,Hydrocotyle,australis
HYPR10,HYCA13,Apiaceae,Hydrocotyle,canbyi
HYPR10,HYVET,Apiaceae,Hydrocotyle,verticillata
HYRA,HYVET,Apiaceae,Hydrocotyle,ranunculoides
HYSI,HYVET,Apiaceae,Hydrocotyle,sibthorpioides
HYSI,HYRO4,Apiaceae,Hydrocotyle,rotundifolia
HYUM,HYRO4,Apiaceae,Hydrocotyle,umbellata
HYVE2,HYRO4,Apiaceae,Hydrocotyle,verticillata
HYVEV,HYRO4,Apiaceae,Hydrocotyle,verticillata
LICA16,HYRO4,Apiaceae,Ligusticum,canadense
LICA31,HYRO4,Apiaceae,Lilaeopsis,carolinensis
LICA31,LIAT,Apiaceae,Lilaeopsis,attenuata
LICH,LIAT,Apiaceae,Lilaeopsis,chinensis
LICH,LILI7,Apiaceae,Lilaeopsis,lineata
LIGUS,LILI7,Apiaceae,Ligusticum,L.
