Symbol,Syn_Symbol,Family,Sci_Name_1,Sci_Name_2
OEFRT,KNTE,Onagraceae,Kneiffia,tetragona
OEFRT,OEFRG,Onagraceae,Oenothera,fruticosa
OEFRT,OEFRG3,Onagraceae,Oenothera,fruticosa
OEFRT,OEGL3,Onagraceae,Oenothera,glauca
OEFRT,OERI,Onagraceae,Oenothera,riparia
OEFRT,OETE4,Onagraceae,Oenothera,tetragona
OEFRT,OETEG,Onagraceae,Oenothera,tetragona
OEFRT,OETEF,Onagraceae,Oenothera,tetragona
OEFRT,OETEH,Onagraceae,Oenothera,tetragona
OEFRT,OETEL2,Onagraceae,Oenothera,tetragona
OEGA,OETEL2,Onagraceae,Oenothera,gaura
OEGA,GABI2,Onagraceae,Gaura,biennis
OEGL,GABI2,Onagraceae,Oenothera,glazioviana
OEGL,OEER2,Onagraceae,Oenothera,erythrosepala
OEGL,OELA6,Onagraceae,Oenothera,lamarckiana
OEHU,OELA6,Onagraceae,Oenothera,humifusa
OEHU,RAHU,Onagraceae,Raimannia,humifusa
OEHU,RAMO2,Onagraceae,Raimannia,mollissima
OELA,RAMO2,Onagraceae,Oenothera,laciniata
OELA,RALA6,Onagraceae,Raimannia,laciniata
OELI,RALA6,Onagraceae,Oenothera,linifolia
OELI,KNLI2,Onagraceae,Kneiffia,linifolia
OELI,OELIG,Onagraceae,Oenothera,linifolia
OELI,PELI11,Onagraceae,Peniophyllum,linifolium
OENOT,PELI11,Onagraceae,Oenothera,L.
OENOT,GAURA,Onagraceae,Gaura,L.
OENU2,GAURA,Onagraceae,Oenothera,nutans
OENU2,OEAU,Onagraceae,Oenothera,austromontana
OENU2,OEBIA,Onagraceae,Oenothera,biennis
OENU2,OEBIA2,Onagraceae,Oenothera,biennis
OENU2,OEBIN,Onagraceae,Oenothera,biennis
OEOA,OEBIN,Onagraceae,Oenothera,oakesiana
OEOA,OEAN2,Onagraceae,Oenothera,angustissima
OEOA,OEBIO,Onagraceae,Oenothera,biennis
OEOA,OECRS,Onagraceae,Oenothera,cruciata
OEOA,OEPAA,Onagraceae,Oenothera,parviflora
OEOA,OEPAA2,Onagraceae,Oenothera,parviflora
OEOA,OEPAO,Onagraceae,Oenothera,parviflora
OEPA5,OEPAO,Onagraceae,Oenothera,parviflora
OEPA5,CAST58,Onagraceae,Camissonia,strigulosa
OEPA5,OECR3,Onagraceae,Oenothera,cruciata
OEPA5,OECRS2,Onagraceae,Oenothera,cruciata
OEPA5,OECY,Onagraceae,Oenothera,cymatilis
OEPA5,OERU2,Onagraceae,Oenothera,rubricapitata
OEPE,OERU2,Onagraceae,Oenothera,perennis
OEPE,KNPE,Onagraceae,Kneiffia,perennis
OEPE,KNPU,Onagraceae,Kneiffia,pumila
OEPE,OEPER,Onagraceae,Oenothera,perennis
OEPE,OEPET,Onagraceae,Oenothera,perennis
OEPI2,OEPET,Onagraceae,Oenothera,pilosella
OEPIP,OEPET,Onagraceae,Oenothera,pilosella
OEPIP,KNPR,Onagraceae,Kneiffia,pratensis
OEPIP,KNSU2,Onagraceae,Kneiffia,sumstinei
OESP2,KNSU2,Onagraceae,Oenothera,speciosa
OESP2,HASP4,Onagraceae,Hartmannia,speciosa
OESP2,OEDE4,Onagraceae,Oenothera,delessertiana
OESP2,OESPC,Onagraceae,Oenothera,speciosa
OETR2,OESPC,Onagraceae,Oenothera,triloba
OETR2,LATR6,Onagraceae,Lavauxia,triloba
OETR2,LAWA6,Onagraceae,Lavauxia,watsonii
OETR2,OEHA5,Onagraceae,Oenothera,hamata
OEVI,OEHA5,Onagraceae,Oenothera,villosa
OEVIV,OEHA5,Onagraceae,Oenothera,villosa
OEVIV,OEAL3,Onagraceae,Oenothera,albinervis
OEVIV,OEBIC2,Onagraceae,Oenothera,biennis
OEVIV,OECA6,Onagraceae,Oenothera,canovirens
OEVIV,OEDE7,Onagraceae,Oenothera,depressa
OEVIV,OESTC2,Onagraceae,Oenothera,strigosa
OEVIV,OEVIC2,Onagraceae,Oenothera,villosa
BOBI,OEVIC2,Ophioglossaceae,Botrychium,biternatum
BOBI,BODIT2,Ophioglossaceae,Botrychium,dissectum
BOBI,SCBI5,Ophioglossaceae,Sceptridium,biternatum
BODI2,SCBI5,Ophioglossaceae,Botrychium,dissectum
BODI2,BODIO,Ophioglossaceae,Botrychium,dissectum
BODI2,BODIO3,Ophioglossaceae,Botrychium,dissectum
BODI2,BOOB,Ophioglossaceae,Botrychium,obliquum
BODI2,BOOBE,Ophioglossaceae,Botrychium,obliquum
BODI2,SCDI8,Ophioglossaceae,Sceptridium,dissectum
BOJE,SCDI8,Ophioglossaceae,Botrychium,jenmanii
BOJE,BOAL,Ophioglossaceae,Botrychium,alabamense
BOJE,SCJE,Ophioglossaceae,Sceptridium,jenmanii
BOLA,SCJE,Ophioglossaceae,Botrychium,lanceolatum
BOLAA2,SCJE,Ophioglossaceae,Botrychium,lanceolatum
BOLAA2,BOAN3,Ophioglossaceae,Botrychium,angustisegmentum
BOLAA2,BOLAA,Ophioglossaceae,Botrychium,lanceolatum
BOMA2,BOLAA,Ophioglossaceae,Botrychium,matricariifolium
BOMU,BOLAA,Ophioglossaceae,Botrychium,multifidum
BOMU,BOCA6,Ophioglossaceae,Botrychium,californicum
BOMU,BOCO3,Ophioglossaceae,Botrychium,coulteri
BOMU,BOMA6,Ophioglossaceae,Botrychium,matricariae
BOMU,BOMUC6,Ophioglossaceae,Botrychium,multifidum
BOMU,BOMUC5,Ophioglossaceae,Botrychium,multifidum
BOMU,BOMUS,Ophioglossaceae,Botrychium,multifidum
BOMU,BOMUC4,Ophioglossaceae,Botrychium,multifidum
BOMU,BOMUC3,Ophioglossaceae,Botrychium,multifidum
BOMU,BOMUI,Ophioglossaceae,Botrychium,multifidum
BOMU,BOMUS2,Ophioglossaceae,Botrychium,multifidum
BOMU,BOSI3,Ophioglossaceae,Botrychium,silaifolium
BOMU,BOSIC2,Ophioglossaceae,Botrychium,silaifolium
BOMU,SCMU11,Ophioglossaceae,Sceptridium,multifidum
BOMU,SCSI7,Ophioglossaceae,Sceptridium,silaifolium
BOON,SCSI7,Ophioglossaceae,Botrychium,oneidense
BOON,BODIO2,Ophioglossaceae,Botrychium,dissectum
BOON,BOMUO,Ophioglossaceae,Botrychium,multifidum
BOON,SCON,Ophioglossaceae,Sceptridium,oneidense
BOSI,SCON,Ophioglossaceae,Botrychium,simplex
BOSI,BOSIS2,Ophioglossaceae,Botrychium,simplex
BOSI,BOSIT2,Ophioglossaceae,Botrychium,simplex
BOSI,BOSIC,Ophioglossaceae,Botrychium,simplex
BOSI,BOSIL,Ophioglossaceae,Botrychium,simplex
BOSI,BOSIS,Ophioglossaceae,Botrychium,simplex
BOSI,BOSIT,Ophioglossaceae,Botrychium,simplex
BOSI,BOTE10,Ophioglossaceae,Botrychium,tenebrosum
BOTRY,BOTE10,Ophioglossaceae,Botrychium,Sw.
BOVI,BOTE10,Ophioglossaceae,Botrychium,virginianum
BOVI,BOVIE,Ophioglossaceae,Botrychium,virginianum
BOVI,BOVIE2,Ophioglossaceae,Botrychium,virginianum
BOVI,BOVI8,Ophioglossaceae,Botrypus,virginianus
OPEN,BOVI8,Ophioglossaceae,Ophioglossum,engelmannii
OPHIO,BOVI8,Ophioglossaceae,Ophioglossum,L.
OPPE2,BOVI8,Ophioglossaceae,Ophioglossum,petiolatum
OPPU3,BOVI8,Ophioglossaceae,Ophioglossum,pusillum
OPPU3,OPVU3,Ophioglossaceae,Ophioglossum,vulgatum
OPPU3,OPVUA,Ophioglossaceae,Ophioglossum,vulgatum
OPPU3,OPVUP,Ophioglossaceae,Ophioglossum,vulgatum
OPVU,OPVUP,Ophioglossaceae,Ophioglossum,vulgatum
OPVU,OPPY3,Ophioglossaceae,Ophioglossum,pycnostichum
OPVU,OPVUP2,Ophioglossaceae,Ophioglossum,vulgatum
APHY,OPVUP2,Orchidaceae,Aplectrum,hyemale
APLEC,OPVUP2,Orchidaceae,Aplectrum,Torr.
ARBU,OPVUP2,Orchidaceae,Arethusa,bulbosa
ARETH,OPVUP2,Orchidaceae,Arethusa,L.
CALOP2,OPVUP2,Orchidaceae,Calopogon,R.
CAPA4,OPVUP2,Orchidaceae,Calopogon,pallidus
CAPA4,LIPA14,Orchidaceae,Limodorum,pallidum
CATU5,LIPA14,Orchidaceae,Calopogon,tuberosus
CATUT,LIPA14,Orchidaceae,Calopogon,tuberosus
CATUT,CAPU23,Orchidaceae,Calopogon,pulchellus
CATUT,CAPUL3,Orchidaceae,Calopogon,pulchellus
CATUT,CATUL,Orchidaceae,Calopogon,tuberosus
CATUT,LITU4,Orchidaceae,Limodorum,tuberosum
CLBI3,LITU4,Orchidaceae,Cleistes,bifaria
CLBI3,CLDIB,Orchidaceae,Cleistes,divaricata
CLBI3,POBI18,Orchidaceae,Pogonia,bifaria
CLDI,POBI18,Orchidaceae,Cleistes,divaricata
CLDI,CLDI2,Orchidaceae,Cleistesiopsis,divaricata
CLDI,PODI9,Orchidaceae,Pogonia,divaricata
CLEIS,PODI9,Orchidaceae,Cleistes,Rich.
COBE7,PODI9,Orchidaceae,Corallorhiza,bentleyi
COMA25,PODI9,Orchidaceae,Corallorhiza,maculata
COMA25,COMA4,Orchidaceae,Corallorrhiza,maculata
COMAM7,COMA4,Orchidaceae,Corallorhiza,maculata
COMAM7,COMAF2,Orchidaceae,Corallorhiza,maculata
COMAM7,COMU11,Orchidaceae,Corallorhiza,multiflora
COMAM7,COMAF,Orchidaceae,Corallorrhiza,maculata
COMAM7,COMAM5,Orchidaceae,Corallorrhiza,maculata
COMAM7,COMU5,Orchidaceae,Corallorrhiza,multiflora
COMAO5,COMU5,Orchidaceae,Corallorhiza,maculata
COMAO5,COMAO4,Orchidaceae,Corallorhiza,maculata
COMAO5,COMAI3,Orchidaceae,Corallorhiza,maculata
COMAO5,COMAI4,Orchidaceae,Corallorhiza,maculata
COMAO5,COMAP4,Orchidaceae,Corallorhiza,maculata
COMAO5,COMAO3,Orchidaceae,Corallorrhiza,maculata
COMAO5,COMAI,Orchidaceae,Corallorrhiza,maculata
COMAO5,COMAI2,Orchidaceae,Corallorrhiza,maculata
COMAO5,COMAO,Orchidaceae,Corallorrhiza,maculata
COMAO5,COMAP2,Orchidaceae,Corallorrhiza,maculata
COOD7,COMAP2,Orchidaceae,Corallorhiza,odontorhiza
COOD7,COOD,Orchidaceae,Corallorrhiza,odontorhiza
COODO2,COOD,Orchidaceae,Corallorhiza,odontorhiza
COODO2,COMI17,Orchidaceae,Corallorhiza,micrantha
COODO2,COMI7,Orchidaceae,Corallorrhiza,micrantha
COODO2,COODO,Orchidaceae,Corallorrhiza,odontorhiza
COODP2,COODO,Orchidaceae,Corallorhiza,odontorhiza
COODP2,COODP,Orchidaceae,Corallorrhiza,odontorhiza
CORAL5,COODP,Orchidaceae,Corallorhiza,"Gagnebin,"
CORAL5,CORAL2,Orchidaceae,Corallorrhiza,"Gagnebin,"
COWI5,CORAL2,Orchidaceae,Corallorhiza,wisteriana
COWI5,COWI2,Orchidaceae,Corallorrhiza,wisteriana
CYAC3,COWI2,Orchidaceae,Cypripedium,acaule
CYAC3,CYHI9,Orchidaceae,Cypripedium,hirsutum
CYAC3,FIAC,Orchidaceae,Fissipes,acaulis
CYAC3,FIHI,Orchidaceae,Fissipes,hirsuta
CYCA5,FIHI,Orchidaceae,Cypripedium,candidum
CYKE2,FIHI,Orchidaceae,Cypripedium,kentuckiense
CYPA19,FIHI,Orchidaceae,Cypripedium,parviflorum
CYPAP3,FIHI,Orchidaceae,Cypripedium,parviflorum
CYPAP3,CYCAP4,Orchidaceae,Cypripedium,calceolus
CYPAP3,CYCAP2,Orchidaceae,Cypripedium,calceolus
CYPAP3,CYFU7,Orchidaceae,Cypripedium,furcatum
CYPAP3,CYPL8,Orchidaceae,Cypripedium,planipetalum
CYPAP3,CYPU10,Orchidaceae,Cypripedium,pubescens
CYPAP3,CYPUP,Orchidaceae,Cypripedium,pubescens
CYPAP4,CYPUP,Orchidaceae,Cypripedium,parviflorum
CYPAP4,CYCAP3,Orchidaceae,Cypripedium,calceolus
CYPAP4,CYCAP,Orchidaceae,Cypripedium,calceolus
CYPAP4,CYHIP,Orchidaceae,Cypripedium,hirsutum
CYPRI,CYHIP,Orchidaceae,Cypripedium,L.
CYRE6,CYHIP,Orchidaceae,Cypripedium,reginae
DACTY3,CYHIP,Orchidaceae,Dactylorhiza,Neck.
DAVI6,CYHIP,Orchidaceae,Dactylorhiza,viridis
DAVI6,COBR3,Orchidaceae,Coeloglossum,bracteatum
DAVI6,COVI6,Orchidaceae,Coeloglossum,viride
DAVI6,COVIB3,Orchidaceae,Coeloglossum,viride
DAVI6,COVII,Orchidaceae,Coeloglossum,viride
DAVI6,COVIV,Orchidaceae,Coeloglossum,viride
DAVI6,COVIV2,Orchidaceae,Coeloglossum,viride
DAVI6,HABR7,Orchidaceae,Habenaria,bracteata
DAVI6,HAVI7,Orchidaceae,Habenaria,viridis
DAVI6,HAVIB2,Orchidaceae,Habenaria,viridis
DAVI6,HAVII,Orchidaceae,Habenaria,viridis
EPHE,HAVII,Orchidaceae,Epipactis,helleborine
EPHE,EPLA5,Orchidaceae,Epipactis,latifolia
EPHE,SEHE6,Orchidaceae,Serapias,helleborine
EPIPA,SEHE6,Orchidaceae,Epipactis,Zinn
GALEA2,SEHE6,Orchidaceae,Galearis,Raf.
GASP5,SEHE6,Orchidaceae,Galearis,spectabilis
GASP5,GASP11,Orchidaceae,Galeorchis,spectabilis
GASP5,ORSP2,Orchidaceae,Orchis,spectabilis
GOODY,ORSP2,Orchidaceae,Goodyera,R.
GOPU,ORSP2,Orchidaceae,Goodyera,pubescens
GOPU,PEPU20,Orchidaceae,Peramium,pubescens
GORE2,PEPU20,Orchidaceae,Goodyera,repens
GORE2,GOOP,Orchidaceae,Goodyera,ophioides
GORE2,GOREO3,Orchidaceae,Goodyera,repens
GORE2,GOREO2,Orchidaceae,Goodyera,repens
GORE2,PEOP2,Orchidaceae,Peramium,ophioides
HESP3,PEOP2,Orchidaceae,Hexalectris,spicata
HESPS3,PEOP2,Orchidaceae,Hexalectris,spicata
HEXAL,PEOP2,Orchidaceae,Hexalectris,Raf.
ISME2,PEOP2,Orchidaceae,Isotria,medeoloides
ISOTR,PEOP2,Orchidaceae,Isotria,Raf.
ISVE,PEOP2,Orchidaceae,Isotria,verticillata
LIAU3,PEOP2,Orchidaceae,Listera,australis
LIAU3,NEAU2,Orchidaceae,Neottia,australis
LIAU3,NEBI3,Orchidaceae,Neottia,bifolia
LIAU3,OPAU6,Orchidaceae,Ophrys,australis
LICO6,OPAU6,Orchidaceae,Listera,cordata
LICO6,NECO12,Orchidaceae,Neottia,cordata
LICOC2,NECO12,Orchidaceae,Listera,cordata
LICOC2,OPCO9,Orchidaceae,Ophrys,cordata
LILI3,OPCO9,Orchidaceae,Liparis,liliifolia
LILO,OPCO9,Orchidaceae,Liparis,loeselii
LIPAR,OPCO9,Orchidaceae,Liparis,Rich.
LISM,OPCO9,Orchidaceae,Listera,smallii
LISM,NESM,Orchidaceae,Neottia,smallii
LISM,OPSM,Orchidaceae,Ophrys,smallii
LISTE,OPSM,Orchidaceae,Listera,R.
MABA6,OPSM,Orchidaceae,Malaxis,bayardii
MALAX,OPSM,Orchidaceae,Malaxis,Sol.
MASP2,OPSM,Orchidaceae,Malaxis,spicata
MASP2,MAFL7,Orchidaceae,Malaxis,floridana
MAUN,MAFL7,Orchidaceae,Malaxis,unifolia
MAUN,MIUN4,Orchidaceae,Microstylis,unifolia
PLAN,MIUN4,Orchidaceae,Platanthera,×andrewsii
PLAN,HAAN2,Orchidaceae,Habenaria,×andrewsii
PLAN,HALAT5,Orchidaceae,Habenaria,lacera
PLAN,PLLAT,Orchidaceae,Platanthera,lacera
PLATA2,PLLAT,Orchidaceae,Platanthera,Rich.
PLBL,PLLAT,Orchidaceae,Platanthera,blephariglottis
PLBLC,PLLAT,Orchidaceae,Platanthera,blephariglottis
PLBLC,BLCO,Orchidaceae,Blephariglotis,conspicua
PLBLC,HABLC,Orchidaceae,Habenaria,blephariglottis
PLBLC,PLCO,Orchidaceae,Platanthera,conspicua
PLCA8,PLCO,Orchidaceae,Platanthera,×canbyi
PLCA8,HACA7,Orchidaceae,Habenaria,×canbyi
PLCA8,PLBE2,Orchidaceae,Platanthera,×beckneri
PLCA8,PLPA6,Orchidaceae,Platanthera,pallida
PLCI2,PLPA6,Orchidaceae,Platanthera,ciliaris
PLCI2,BLCI2,Orchidaceae,Blephariglotis,ciliaris
PLCI2,HACI7,Orchidaceae,Habenaria,ciliaris
PLCL,HACI7,Orchidaceae,Platanthera,clavellata
PLCL,GYCL,Orchidaceae,Gymnadeniopsis,clavellata
PLCL,HACL3,Orchidaceae,Habenaria,clavellata
PLCL,HACLO,Orchidaceae,Habenaria,clavellata
PLCL,HACLW,Orchidaceae,Habenaria,clavellata
PLCR,HACLW,Orchidaceae,Platanthera,cristata
PLCR,BLCR2,Orchidaceae,Blephariglotis,cristata
PLCR,HACR7,Orchidaceae,Habenaria,cristata
PLFL,HACR7,Orchidaceae,Platanthera,flava
PLFLF,HACR7,Orchidaceae,Platanthera,flava
PLFLF,HAFL6,Orchidaceae,Habenaria,flava
PLFLF,HASC2,Orchidaceae,Habenaria,scutellata
PLFLF,PEBI3,Orchidaceae,Perularia,bidentata
PLFLF,PEFL13,Orchidaceae,Perularia,flava
PLFLF,PESC7,Orchidaceae,Perularia,scutellata
PLFLH,PESC7,Orchidaceae,Platanthera,flava
PLFLH,HAFLH,Orchidaceae,Habenaria,flava
PLFLH,HAFLV,Orchidaceae,Habenaria,flava
PLGR2,HAFLV,Orchidaceae,Platanthera,grandiflora
PLGR2,BLGR,Orchidaceae,Blephariglotis,grandiflora
PLGR2,HAFI2,Orchidaceae,Habenaria,fimbriata
PLGR2,HAGR9,Orchidaceae,Habenaria,grandiflora
PLGR2,HAPSG,Orchidaceae,Habenaria,psycodes
PLIN6,HAPSG,Orchidaceae,Platanthera,integrilabia
PLIN6,HABLI,Orchidaceae,Habenaria,blephariglottis
PLIN6,HACO10,Orchidaceae,Habenaria,correlliana
PLIN6,HACO8,Orchidaceae,Habenaria,correllii
PLLA2,HACO8,Orchidaceae,Platanthera,lacera
PLLA2,BLLA2,Orchidaceae,Blephariglotis,lacera
PLLA2,HALA6,Orchidaceae,Habenaria,lacera
PLLE2,HALA6,Orchidaceae,Platanthera,leucophaea
PLLE2,BLLE,Orchidaceae,Blephariglotis,leucophaea
PLLE2,HALE3,Orchidaceae,Habenaria,leucophaea
PLNI,HALE3,Orchidaceae,Platanthera,nivea
PLNI,GYNI2,Orchidaceae,Gymnadeniopsis,nivea
PLNI,HANI2,Orchidaceae,Habenaria,nivea
PLOR4,HANI2,Orchidaceae,Platanthera,orbiculata
PLOR4,HAOR2,Orchidaceae,Habenaria,orbiculata
PLOR4,HAORL,Orchidaceae,Habenaria,orbiculata
PLOR4,HAORM2,Orchidaceae,Habenaria,orbiculata
PLOR4,LYOR,Orchidaceae,Lysias,orbiculata
PLPE,LYOR,Orchidaceae,Platanthera,peramoena
PLPE,BLPE,Orchidaceae,Blephariglotis,peramoena
PLPE,HAPE4,Orchidaceae,Habenaria,peramoena
PLPE,PLFI5,Orchidaceae,Platanthera,fissa
PLPS2,PLFI5,Orchidaceae,Platanthera,psycodes
PLPS2,BLPS,Orchidaceae,Blephariglotis,psycodes
PLPS2,HAFI3,Orchidaceae,Habenaria,fissa
PLPS2,HAFI4,Orchidaceae,Habenaria,fissa
PLPS2,HAPS2,Orchidaceae,Habenaria,psycodes
PLPS2,ORFI2,Orchidaceae,Orchis,fissa
PLPS2,ORIN3,Orchidaceae,Orchis,incisa
PLPS2,PLFI6,Orchidaceae,Platanthera,fissa
PLPS2,PLIN14,Orchidaceae,Platanthera,incisa
PLSH4,PLIN14,Orchidaceae,Platanthera,×shriveri
PLSH4,PLKE,Orchidaceae,Platanthera,×keenanii
POGON,PLKE,Orchidaceae,Pogonia,Juss.
PONTH,PLKE,Orchidaceae,Ponthieva,R.
POOP,PLKE,Orchidaceae,Pogonia,ophioglossoides
POOP,POOPB,Orchidaceae,Pogonia,ophioglossoides
PORA4,POOPB,Orchidaceae,Ponthieva,racemosa
PORA4,ARRA3,Orchidaceae,Arethusa,racemosa
SPCE,ARRA3,Orchidaceae,Spiranthes,cernua
SPCE,IBCE,Orchidaceae,Ibidium,cernuum
SPCE,SPCEI,Orchidaceae,Spiranthes,cernua
SPIRA2,SPCEI,Orchidaceae,Spiranthes,Rich.
SPLA3,SPCEI,Orchidaceae,Spiranthes,laciniata
SPLA3,IBLA,Orchidaceae,Ibidium,laciniatum
SPLA4,IBLA,Orchidaceae,Spiranthes,lacera
SPLAG,IBLA,Orchidaceae,Spiranthes,lacera
SPLAG,IBBE,Orchidaceae,Ibidium,beckii
SPLAG,IBGR,Orchidaceae,Ibidium,gracile
SPLAG,SPBE3,Orchidaceae,Spiranthes,beckii
SPLAG,SPGR8,Orchidaceae,Spiranthes,gracilis
SPLAL,SPGR8,Orchidaceae,Spiranthes,lacera
SPLU2,SPGR8,Orchidaceae,Spiranthes,lucida
SPLU2,IBPL,Orchidaceae,Ibidium,plantagineum
SPMA5,IBPL,Orchidaceae,Spiranthes,magnicamporum
SPOC,IBPL,Orchidaceae,Spiranthes,ochroleuca
SPOC,SPCEO,Orchidaceae,Spiranthes,cernua
SPOC,SPST2,Orchidaceae,Spiranthes,×steigeri
SPOD,SPST2,Orchidaceae,Spiranthes,odorata
SPOD,SPCEO2,Orchidaceae,Spiranthes,cernua
SPOV,SPCEO2,Orchidaceae,Spiranthes,ovalis
SPOVE,SPCEO2,Orchidaceae,Spiranthes,ovalis
SPPR2,SPCEO2,Orchidaceae,Spiranthes,praecox
SPPR2,IBPR,Orchidaceae,Ibidium,praecox
SPTU,IBPR,Orchidaceae,Spiranthes,tuberosa
SPTU,SPGR6,Orchidaceae,Spiranthes,grayi
SPTU,SPTUG,Orchidaceae,Spiranthes,tuberosa
SPVE,SPTUG,Orchidaceae,Spiranthes,vernalis
SPVE,IBVE,Orchidaceae,Ibidium,vernale
TIDI,IBVE,Orchidaceae,Tipularia,discolor
TIDI,TIUN2,Orchidaceae,Tipularia,unifolia
TIPUL,TIUN2,Orchidaceae,Tipularia,Nutt.
TRIPH,TIUN2,Orchidaceae,Triphora,Nutt.
TRTR3,TIUN2,Orchidaceae,Triphora,trianthophora
TRTR3,TRTRS,Orchidaceae,Triphora,trianthophora
TRTR3,TRTR17,Orchidaceae,Triphora,trianthophoros
COAM,TRTR17,Orobanchaceae,Conopholis,americana
COAM,ORAM,Orobanchaceae,Orobanche,americana
CONOP,ORAM,Orobanchaceae,Conopholis,Wallr.
EPIFA,ORAM,Orobanchaceae,Epifagus,Nutt.
EPVI2,ORAM,Orobanchaceae,Epifagus,virginiana
EPVI2,LEVI14,Orobanchaceae,Leptamnium,virginianum
ORLU,LEVI14,Orobanchaceae,Orobanche,ludoviciana
ORLUL2,LEVI14,Orobanchaceae,Orobanche,ludoviciana
ORLUL2,APAR3,Orobanchaceae,Aphyllon,arenosum
ORLUL2,COLU3,Orobanchaceae,Conopholis,ludoviciana
ORLUL2,MYLU,Orobanchaceae,Myzorrhiza,ludoviciana
ORLUL2,ORLUA,Orobanchaceae,Orobanche,ludoviciana
ORLUL2,ORLUG,Orobanchaceae,Orobanche,ludoviciana
ORLUL2,ORMUA,Orobanchaceae,Orobanche,multiflora
ORMI,ORMUA,Orobanchaceae,Orobanche,minor
OROBA,ORMUA,Orobanchaceae,Orobanche,L.
ORRA,ORMUA,Orobanchaceae,Orobanche,ramosa
ORRI,ORMUA,Orobanchaceae,Orobanche,riparia
ORUN,ORMUA,Orobanchaceae,Orobanche,uniflora
ORUN,APUN2,Orobanchaceae,Aphyllon,uniflorum
ORUN,ORPO,Orobanchaceae,Orobanche,porphyrantha
ORUN,ORPU7,Orobanchaceae,Orobanche,purpurea
ORUN,ORSE4,Orobanchaceae,Orobanche,sedii
ORUN,ORTE3,Orobanchaceae,Orobanche,terrae-novae
ORUN,ORUNO,Orobanchaceae,Orobanche,uniflora
ORUN,ORUNM2,Orobanchaceae,Orobanche,uniflora
ORUN,ORUNO2,Orobanchaceae,Orobanche,uniflora
ORUN,ORUNP,Orobanchaceae,Orobanche,uniflora
ORUN,ORUNS,Orobanchaceae,Orobanche,uniflora
ORUN,ORUNT,Orobanchaceae,Orobanche,uniflora
ORUN,ORUNT2,Orobanchaceae,Orobanche,uniflora
ORUN,THUN3,Orobanchaceae,Thalesia,uniflora
OSCI,THUN3,Osmundaceae,Osmunda,cinnamomea
OSCI,OSCI2,Osmundaceae,Osmundastrum,cinnamomeum
OSCIC,OSCI2,Osmundaceae,Osmunda,cinnamomea
OSCIC,OSCIF,Osmundaceae,Osmunda,cinnamomea
OSCIC,OSCII,Osmundaceae,Osmunda,cinnamomea
OSCIG,OSCII,Osmundaceae,Osmunda,cinnamomea
OSCL2,OSCII,Osmundaceae,Osmunda,claytoniana
OSMUN,OSCII,Osmundaceae,Osmunda,L.
OSRE,OSCII,Osmundaceae,Osmunda,regalis
OSRES,OSCII,Osmundaceae,Osmunda,regalis
OSRES,OSSP3,Osmundaceae,Osmunda,spectabilis
OSRU,OSSP3,Osmundaceae,Osmunda,×ruggii
OXALI,OSSP3,Oxalidaceae,Oxalis,L.
OXCO,OSSP3,Oxalidaceae,Oxalis,corniculata
OXCO,ACCO7,Oxalidaceae,Acetosella,corniculata
OXCO,OXCOA,Oxalidaceae,Oxalis,corniculata
OXCO,OXCOC,Oxalidaceae,Oxalis,corniculata
OXCO,OXCOL2,Oxalidaceae,Oxalis,corniculata
OXCO,OXCOL,Oxalidaceae,Oxalis,corniculata
OXCO,OXCOM,Oxalidaceae,Oxalis,corniculata
OXCO,OXCOM3,Oxalidaceae,Oxalis,corniculata
OXCO,OXCOR,Oxalidaceae,Oxalis,corniculata
OXCO,OXCOV,Oxalidaceae,Oxalis,corniculata
OXCO,OXCOV2,Oxalidaceae,Oxalis,corniculata
OXCO,OXLA9,Oxalidaceae,Oxalis,langloisii
OXCO,OXPU4,Oxalidaceae,Oxalis,pusilla
OXCO,OXRE,Oxalidaceae,Oxalis,repens
OXCO,OXVI5,Oxalidaceae,Oxalis,villosa
OXCO,XACO2,Oxalidaceae,Xanthoxalis,corniculata
OXCO,XACOA,Oxalidaceae,Xanthoxalis,corniculata
OXCO,XALA,Oxalidaceae,Xanthoxalis,langloisii
OXCO,XARE,Oxalidaceae,Xanthoxalis,repens
OXDI2,XARE,Oxalidaceae,Oxalis,dillenii
OXDI2,OXBR,Oxalidaceae,Oxalis,brittoniae
OXDI2,OXCOD,Oxalidaceae,Oxalis,corniculata
OXDI2,OXDIF,Oxalidaceae,Oxalis,dillenii
OXDI2,OXDIR3,Oxalidaceae,Oxalis,dillenii
OXDI2,OXFI2,Oxalidaceae,Oxalis,filipes
OXDI2,OXFL,Oxalidaceae,Oxalis,florida
OXDI2,OXFLP,Oxalidaceae,Oxalis,florida
OXDI2,OXFLF,Oxalidaceae,Oxalis,florida
OXDI2,OXPR2,Oxalidaceae,Oxalis,prostrata
OXDI2,OXRU3,Oxalidaceae,Oxalis,rupestris
OXDI2,OXST2,Oxalidaceae,Oxalis,stricta
OXDI2,XABR2,Oxalidaceae,Xanthoxalis,brittoniae
OXDI2,XADI,Oxalidaceae,Xanthoxalis,dillenii
OXDI2,XAFI,Oxalidaceae,Xanthoxalis,filipes
OXDI2,XAFL,Oxalidaceae,Xanthoxalis,florida
OXGR,XAFL,Oxalidaceae,Oxalis,grandis
OXGR,OXRE3,Oxalidaceae,Oxalis,recurva
OXGR,XAGR,Oxalidaceae,Xanthoxalis,grandis
